Región,Distrito,Comuna,Local,Nro. Mesa,Mesas Fusionadas,Electores,Nro. En Voto,Lista,Partido,Candidato,Votos TRICEL
13,10,SANTIAGO,ESCUELA PILOTO PARDO,112,112V,313,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.2108626198083067
13,10,SANTIAGO,ESCUELA PROVINCIA DE CHILOE,89,89V,258,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,45,0.1744186046511628
13,10,SANTIAGO,ESCUELA PROVINCIA DE CHILOE,94,94M-114,446,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.16367713004484305
13,10,SANTIAGO,ESCUELA PROVINCIA DE CHILOE,95,95M-113V,447,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,75,0.16778523489932887
13,10,SANTIAGO,ESCUELA PROVINCIA DE CHILOE,98,98M,272,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,76,0.27941176470588236
13,10,SANTIAGO,LICEO MANUEL BARROS BORGOÑO LOCAL: 2,29,29V,319,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1724137931034483
13,10,SANTIAGO,LICEO MANUEL BARROS BORGOÑO LOCAL: 2,33,33V,318,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16981132075471697
13,10,SANTIAGO,LICEO MANUEL BARROS BORGOÑO LOCAL: 2,34,34V,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16666666666666666
13,10,SANTIAGO,LICEO REPUBLICA DE BRASIL,41,41M,320,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.18125
13,10,SANTIAGO,LICEO REPUBLICA DE BRASIL,44,44M,320,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,53,0.165625
13,10,SANTIAGO,LICEO REPUBLICA DE BRASIL,49,49M,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,52,0.16
13,10,SANTIAGO,LICEO REPUBLICA DE BRASIL,50,50M,313,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,51,0.16293929712460065
